txn_id,account_no,region,branch_code,txn_type,amount,status,timestamp,device_type,customer_type,location
TX0488,AC499224,South,BR105,UPI,7107.55,Success,2025-07-22 14:30:52,ATM,Individual,Kerala
TX0489,AC157395,South,BR111,CHEQUE,134032.69,Success,2025-08-05 01:39:14,mobile,Corporate,Karnataka
TX0490,AC298436,South,BR119,UPI,1393.14,Success,2025-07-21 20:33:08,mobile,Individual,Tamil Nadu
TX0491,AC441886,South,BR113,MANDATE,33424.87,Failed,2025-07-27 12:55:41,POS,Individual,Tamil Nadu
TX0492,AC342020,South,BR103,UPI,3202.7,Success,2025-07-31 01:27:30,web,Corporate,Tamil Nadu
TX0493,AC355537,South,BR101,CHEQUE,34302.12,Success,2025-07-23 17:13:56,POS,Individual,Tamil Nadu
TX0494,AC100916,South,BR105,NEFT,48067.73,Success,2025-07-17 11:41:00,web,Corporate,Telangana
TX0495,AC775851,South,BR120,UPI,6038.66,Success,2025-08-02 00:23:21,POS,Individual,Tamil Nadu
TX0496,AC770828,South,BR114,UPI,9067.72,Success,2025-07-23 05:09:07,POS,Corporate,Telangana
TX0497,AC262946,South,BR115,CHEQUE,57287.73,Success,2025-08-06 14:48:36,POS,Individual,Andhra Pradesh
TX0498,AC913152,South,BR108,NEFT,8539.04,Success,2025-08-01 21:58:48,mobile,Individual,Karnataka
TX0499,AC624881,South,BR105,CHEQUE,72354.16,Success,2025-07-28 00:41:42,web,Corporate,Kerala
TX0500,AC497251,South,BR107,CHEQUE,73411.33,Success,2025-07-23 18:11:17,web,Corporate,Andhra Pradesh
